objectid,event_month,event_dow,event_hour,event_type
2375,February,Wednesday,18,Suicide-related
2378,February,Wednesday,19,Suicide-related
2383,February,Wednesday,14,Suicide-related
2384,February,Wednesday,9,Suicide-related
2391,February,Wednesday,0,Suicide-related
2392,February,Wednesday,15,Suicide-related
2395,February,Wednesday,13,Suicide-related
2397,February,Wednesday,21,Suicide-related
2398,February,Wednesday,22,Suicide-related
2399,February,Wednesday,1,Suicide-related
2401,February,Wednesday,17,Suicide-related
2403,February,Wednesday,18,Suicide-related
2404,February,Thursday,15,Suicide-related
2405,February,Thursday,15,Suicide-related
2411,February,Thursday,10,Suicide-related
2413,February,Thursday,17,Suicide-related
2415,February,Thursday,21,Suicide-related
2417,February,Thursday,7,Suicide-related
2419,February,Thursday,23,Suicide-related
2425,February,Thursday,15,Suicide-related
2429,February,Thursday,16,Suicide-related
2431,February,Thursday,8,Suicide-related
2432,February,Thursday,17,Suicide-related
2433,February,Thursday,17,Suicide-related
2435,February,Thursday,9,Suicide-related
2440,February,Thursday,3,Suicide-related
2441,February,Thursday,16,Suicide-related
2444,February,Thursday,21,Suicide-related
2446,February,Thursday,12,Suicide-related
2447,February,Thursday,8,Suicide-related
2450,February,Thursday,9,Suicide-related
2452,February,Thursday,19,Suicide-related
2459,February,Thursday,13,Suicide-related
2466,February,Thursday,23,Suicide-related
2467,February,Thursday,16,Suicide-related
2468,February,Thursday,22,Suicide-related
2470,February,Thursday,8,Suicide-related
2471,February,Friday,4,Suicide-related
2474,February,Friday,12,Suicide-related
2487,February,Friday,22,Suicide-related
2489,February,Friday,11,Suicide-related
2491,February,Friday,13,Suicide-related
2492,February,Friday,8,Suicide-related
2493,February,Friday,20,Suicide-related
2495,February,Friday,17,Suicide-related
2497,February,Friday,15,Suicide-related
2498,February,Friday,17,Suicide-related
2500,February,Friday,8,Suicide-related
2503,February,Friday,13,Suicide-related
2516,February,Friday,2,Suicide-related
2518,February,Friday,17,Suicide-related
2519,February,Friday,12,Suicide-related
2520,February,Friday,12,Suicide-related
2521,February,Friday,0,Suicide-related
2522,February,Friday,11,Suicide-related
2523,February,Friday,18,Suicide-related
2536,February,Saturday,14,Suicide-related
2540,February,Saturday,13,Suicide-related
2543,February,Saturday,21,Suicide-related
2545,February,Saturday,4,Suicide-related
2546,February,Saturday,19,Suicide-related
2553,February,Saturday,21,Suicide-related
2554,February,Saturday,21,Suicide-related
2558,February,Saturday,6,Suicide-related
2560,February,Saturday,23,Suicide-related
2561,February,Saturday,12,Suicide-related
2562,February,Saturday,19,Suicide-related
2565,February,Saturday,3,Suicide-related
2568,February,Saturday,16,Suicide-related
2569,February,Saturday,18,Suicide-related
2573,February,Saturday,16,Suicide-related
2576,February,Saturday,5,Suicide-related
2577,February,Saturday,17,Suicide-related
2582,February,Saturday,23,Suicide-related
2588,February,Sunday,17,Suicide-related
2589,February,Sunday,17,Suicide-related
2590,February,Sunday,19,Suicide-related
2592,February,Sunday,20,Suicide-related
2594,February,Sunday,13,Suicide-related
2595,February,Sunday,4,Suicide-related
2597,February,Sunday,21,Suicide-related
2599,February,Sunday,17,Suicide-related
2601,February,Sunday,13,Suicide-related
2603,February,Sunday,21,Suicide-related
2604,February,Sunday,13,Suicide-related
2615,February,Sunday,19,Suicide-related
2622,February,Sunday,23,Suicide-related
2623,February,Sunday,2,Suicide-related
2624,February,Sunday,16,Suicide-related
2628,February,Sunday,13,Suicide-related
2630,February,Sunday,2,Suicide-related
2632,February,Sunday,9,Suicide-related
2639,February,Sunday,22,Suicide-related
2643,February,Sunday,15,Suicide-related
2646,February,Sunday,10,Suicide-related
2651,February,Monday,6,Suicide-related
2652,February,Monday,22,Suicide-related
2656,February,Monday,9,Suicide-related
2678,February,Monday,0,Suicide-related
2679,February,Monday,16,Suicide-related
2684,February,Monday,13,Suicide-related
2685,February,Monday,15,Suicide-related
2687,February,Tuesday,19,Suicide-related
2700,February,Tuesday,17,Suicide-related
2702,February,Tuesday,15,Suicide-related
2708,February,Tuesday,8,Suicide-related
2725,February,Tuesday,10,Suicide-related
2726,February,Tuesday,15,Suicide-related
2727,February,Tuesday,12,Suicide-related
2728,February,Tuesday,13,Suicide-related
2736,February,Tuesday,14,Suicide-related
2737,February,Tuesday,16,Suicide-related
2741,February,Tuesday,14,Suicide-related
2744,February,Tuesday,23,Suicide-related
2752,February,Tuesday,10,Suicide-related
2758,February,Wednesday,22,Suicide-related
2759,February,Wednesday,2,Suicide-related
2761,February,Wednesday,23,Suicide-related
2764,February,Wednesday,4,Suicide-related
2771,February,Wednesday,1,Suicide-related
2773,February,Wednesday,7,Suicide-related
2779,February,Wednesday,8,Suicide-related
2780,February,Wednesday,5,Suicide-related
2781,February,Wednesday,10,Suicide-related
2786,February,Wednesday,15,Suicide-related
2787,February,Wednesday,18,Suicide-related
2788,February,Wednesday,12,Suicide-related
2791,February,Wednesday,8,Suicide-related
2792,February,Wednesday,10,Suicide-related
2799,February,Wednesday,1,Suicide-related
2802,February,Wednesday,19,Suicide-related
2805,February,Wednesday,10,Suicide-related
2808,February,Wednesday,15,Suicide-related
2811,February,Wednesday,13,Suicide-related
2812,February,Wednesday,10,Suicide-related
2815,February,Wednesday,10,Suicide-related
2818,February,Thursday,10,Suicide-related
2819,February,Thursday,5,Suicide-related
2821,February,Thursday,6,Suicide-related
2823,February,Thursday,22,Suicide-related
2824,February,Thursday,19,Suicide-related
2826,February,Thursday,2,Suicide-related
2834,February,Thursday,7,Suicide-related
2835,February,Thursday,9,Suicide-related
2841,February,Thursday,13,Suicide-related
2842,February,Thursday,22,Suicide-related
2843,February,Thursday,11,Suicide-related
2844,February,Thursday,4,Suicide-related
2850,February,Thursday,2,Suicide-related
2852,February,Thursday,11,Suicide-related
2855,February,Thursday,12,Suicide-related
2859,February,Thursday,9,Suicide-related
2862,February,Thursday,22,Suicide-related
2866,February,Thursday,18,Suicide-related
2877,February,Thursday,18,Suicide-related
2881,February,Friday,7,Suicide-related
2882,February,Friday,17,Suicide-related
2888,February,Friday,11,Suicide-related
2889,February,Friday,22,Suicide-related
2894,February,Friday,22,Suicide-related
2897,February,Friday,17,Suicide-related
2899,February,Friday,10,Suicide-related
2900,February,Friday,7,Suicide-related
2901,February,Friday,15,Suicide-related
2903,February,Friday,5,Suicide-related
2904,February,Friday,21,Suicide-related
2905,February,Friday,21,Suicide-related
2915,February,Friday,10,Suicide-related
2919,February,Friday,11,Suicide-related
2927,February,Friday,10,Suicide-related
2929,February,Friday,19,Suicide-related
2930,February,Friday,9,Suicide-related
2935,February,Saturday,1,Suicide-related
2936,February,Saturday,18,Suicide-related
2945,February,Saturday,21,Suicide-related
2947,February,Saturday,22,Suicide-related
2949,February,Saturday,18,Suicide-related
2956,February,Saturday,18,Suicide-related
2961,February,Saturday,3,Suicide-related
2968,February,Saturday,4,Suicide-related
2976,February,Sunday,2,Suicide-related
2978,February,Sunday,8,Suicide-related
2981,February,Sunday,14,Suicide-related
2984,February,Sunday,10,Suicide-related
2989,February,Sunday,4,Suicide-related
2992,February,Sunday,15,Suicide-related
2997,February,Sunday,17,Suicide-related
2999,February,Sunday,4,Suicide-related
3006,February,Sunday,10,Suicide-related
3010,February,Monday,20,Suicide-related
3011,February,Monday,12,Suicide-related
3012,February,Monday,4,Suicide-related
3025,February,Monday,17,Suicide-related
3027,February,Monday,9,Suicide-related
3029,February,Monday,15,Suicide-related
3031,February,Monday,15,Suicide-related
3032,February,Monday,20,Suicide-related
3033,February,Monday,13,Suicide-related
3037,February,Monday,19,Suicide-related
3039,February,Monday,13,Suicide-related
3040,February,Monday,6,Suicide-related
3041,February,Monday,4,Suicide-related
3043,February,Monday,2,Suicide-related
3050,February,Monday,16,Suicide-related
3052,February,Monday,7,Suicide-related
3058,February,Monday,21,Suicide-related
3060,February,Monday,20,Suicide-related
3063,February,Monday,11,Suicide-related
3064,February,Monday,6,Suicide-related
3067,February,Monday,21,Suicide-related
3072,February,Monday,3,Suicide-related
3073,February,Monday,21,Suicide-related
3074,February,Monday,19,Suicide-related
3083,February,Monday,12,Suicide-related
3084,February,Monday,11,Suicide-related
3085,February,Monday,15,Suicide-related
3089,February,Tuesday,22,Suicide-related
3098,February,Tuesday,16,Suicide-related
3099,February,Tuesday,13,Suicide-related
3100,February,Tuesday,17,Suicide-related
3103,February,Tuesday,14,Suicide-related
3114,February,Tuesday,11,Suicide-related
3117,February,Tuesday,19,Suicide-related
3119,February,Tuesday,1,Suicide-related
3121,February,Tuesday,23,Suicide-related
3122,February,Tuesday,13,Suicide-related
3125,February,Tuesday,17,Suicide-related
3126,February,Tuesday,17,Suicide-related
3127,February,Tuesday,13,Suicide-related
3128,February,Tuesday,14,Suicide-related
3129,February,Tuesday,21,Suicide-related
3131,February,Tuesday,19,Suicide-related
3134,February,Tuesday,0,Suicide-related
3135,February,Tuesday,13,Suicide-related
3136,February,Tuesday,18,Suicide-related
3139,February,Tuesday,12,Suicide-related
3140,February,Tuesday,0,Suicide-related
3142,February,Tuesday,14,Suicide-related
3145,February,Wednesday,12,Suicide-related
3153,February,Wednesday,14,Suicide-related
3158,February,Wednesday,15,Suicide-related
3159,February,Wednesday,12,Suicide-related
3160,February,Wednesday,16,Suicide-related
3165,February,Wednesday,16,Suicide-related
3167,February,Wednesday,20,Suicide-related
3173,February,Wednesday,15,Suicide-related
3174,February,Wednesday,15,Suicide-related
3176,February,Wednesday,1,Suicide-related
3181,February,Wednesday,13,Suicide-related
3186,February,Wednesday,15,Suicide-related
3187,February,Wednesday,21,Suicide-related
3188,February,Wednesday,2,Suicide-related
3192,February,Wednesday,12,Suicide-related
3196,February,Wednesday,13,Suicide-related
3197,February,Wednesday,15,Suicide-related
3198,February,Wednesday,13,Suicide-related
3204,February,Thursday,18,Suicide-related
3207,February,Thursday,17,Suicide-related
3210,February,Thursday,16,Suicide-related
3216,February,Thursday,20,Suicide-related
3218,February,Thursday,12,Suicide-related
3220,February,Thursday,16,Suicide-related
3222,February,Thursday,18,Suicide-related
3224,February,Thursday,20,Suicide-related
3226,February,Thursday,19,Suicide-related
3230,February,Thursday,8,Suicide-related
3235,February,Thursday,11,Suicide-related
3246,February,Thursday,10,Suicide-related
3248,February,Thursday,18,Suicide-related
3249,February,Thursday,22,Suicide-related
3250,February,Thursday,18,Suicide-related
3254,February,Thursday,14,Suicide-related
3255,February,Thursday,21,Suicide-related
3256,February,Thursday,20,Suicide-related
3257,February,Thursday,18,Suicide-related
3258,February,Thursday,15,Suicide-related
3259,February,Thursday,0,Suicide-related
3262,February,Thursday,17,Suicide-related
3263,February,Thursday,19,Suicide-related
3264,February,Friday,19,Suicide-related
3271,February,Friday,18,Suicide-related
3277,February,Friday,20,Suicide-related
3279,February,Friday,7,Suicide-related
3282,February,Friday,15,Suicide-related
3283,February,Friday,0,Suicide-related
3284,February,Friday,3,Suicide-related
3288,February,Friday,10,Suicide-related
3289,February,Friday,4,Suicide-related
3290,February,Friday,22,Suicide-related
3295,February,Friday,11,Suicide-related
3300,February,Friday,23,Suicide-related
3302,February,Friday,20,Suicide-related
3305,February,Friday,3,Suicide-related
3308,March,Saturday,3,Suicide-related
3310,March,Saturday,3,Suicide-related
3327,March,Saturday,10,Suicide-related
3328,March,Saturday,22,Suicide-related
3329,March,Saturday,23,Suicide-related
3331,March,Saturday,22,Suicide-related
3333,March,Saturday,17,Suicide-related
3338,March,Saturday,17,Suicide-related
3346,March,Saturday,18,Suicide-related
3351,March,Saturday,9,Suicide-related
3358,March,Saturday,1,Suicide-related
3361,March,Sunday,22,Suicide-related
3365,March,Sunday,19,Suicide-related
3366,March,Sunday,18,Suicide-related
3376,March,Sunday,14,Suicide-related
3380,March,Sunday,0,Suicide-related
3381,March,Sunday,17,Suicide-related
3384,March,Sunday,13,Suicide-related
3392,March,Sunday,22,Suicide-related
3394,March,Sunday,16,Suicide-related
3395,March,Sunday,20,Suicide-related
3396,March,Sunday,19,Suicide-related
3397,March,Sunday,21,Suicide-related
3399,March,Sunday,20,Suicide-related
3403,March,Sunday,21,Suicide-related
3406,March,Sunday,1,Suicide-related
3407,March,Sunday,10,Suicide-related
3412,March,Monday,23,Suicide-related
3413,March,Monday,11,Suicide-related
3415,March,Monday,12,Suicide-related
3418,March,Monday,20,Suicide-related
3424,March,Monday,19,Suicide-related
3430,March,Monday,9,Suicide-related
3431,March,Monday,18,Suicide-related
3436,March,Monday,21,Suicide-related
3437,March,Monday,18,Suicide-related
3442,March,Monday,16,Suicide-related
3452,March,Monday,15,Suicide-related
3456,March,Monday,15,Suicide-related
3458,March,Monday,12,Suicide-related
3460,March,Monday,17,Suicide-related
3461,March,Monday,19,Suicide-related
3467,March,Monday,21,Suicide-related
3468,March,Monday,15,Suicide-related
3471,March,Tuesday,7,Suicide-related
3473,March,Tuesday,8,Suicide-related
3474,March,Tuesday,16,Suicide-related
3475,March,Tuesday,17,Suicide-related
3477,March,Tuesday,10,Suicide-related
3480,March,Tuesday,19,Suicide-related
3483,March,Tuesday,11,Suicide-related
3484,March,Tuesday,13,Suicide-related
3485,March,Tuesday,17,Suicide-related
3486,March,Tuesday,21,Suicide-related
3495,March,Tuesday,17,Suicide-related
3497,March,Tuesday,19,Suicide-related
3498,March,Tuesday,10,Suicide-related
3500,March,Tuesday,7,Suicide-related
3502,March,Tuesday,10,Suicide-related
3506,March,Tuesday,20,Suicide-related
3508,March,Tuesday,20,Suicide-related
3511,March,Tuesday,1,Suicide-related
3513,March,Tuesday,21,Suicide-related
3515,March,Tuesday,15,Suicide-related
3516,March,Tuesday,1,Suicide-related
3517,March,Tuesday,7,Suicide-related
3519,March,Tuesday,16,Suicide-related
3520,March,Wednesday,12,Suicide-related
3522,March,Wednesday,12,Suicide-related
3524,March,Wednesday,13,Suicide-related
3525,March,Wednesday,15,Suicide-related
3527,March,Wednesday,12,Suicide-related
3530,March,Wednesday,20,Suicide-related
3533,March,Wednesday,17,Suicide-related
3534,March,Wednesday,15,Suicide-related
3538,March,Wednesday,14,Suicide-related
3539,March,Wednesday,14,Suicide-related
3546,March,Wednesday,13,Suicide-related
3549,March,Wednesday,23,Suicide-related
3551,March,Wednesday,12,Suicide-related
3556,March,Wednesday,23,Suicide-related
