objectid,event_type,hood_158
24510,Suicide-related,159
24512,Suicide-related,124
24518,Suicide-related,47
24521,Suicide-related,163
24526,Suicide-related,125
24529,Suicide-related,114
24531,Suicide-related,50
24532,Suicide-related,170
24534,Suicide-related,68
24540,Suicide-related,57
24541,Suicide-related,160
24543,Suicide-related,3
24547,Suicide-related,92
24549,Suicide-related,80
24551,Suicide-related,171
24555,Suicide-related,64
24557,Suicide-related,85
24560,Suicide-related,80
24561,Suicide-related,40
24562,Suicide-related,73
24573,Suicide-related,118
24575,Suicide-related,62
24577,Suicide-related,150
24580,Suicide-related,164
24582,Suicide-related,154
24584,Suicide-related,68
24586,Suicide-related,113
24587,Suicide-related,155
24588,Suicide-related,18
24591,Suicide-related,167
24592,Suicide-related,107
24593,Suicide-related,100
24595,Suicide-related,57
24600,Suicide-related,142
24602,Suicide-related,21
24612,Suicide-related,1
24616,Suicide-related,83
24617,Suicide-related,168
24619,Suicide-related,70
24623,Suicide-related,70
24631,Suicide-related,32
24633,Suicide-related,103
24634,Suicide-related,160
24635,Suicide-related,158
24642,Suicide-related,23
24648,Suicide-related,21
24661,Suicide-related,85
24662,Suicide-related,135
24666,Suicide-related,69
24667,Suicide-related,163
24670,Suicide-related,78
24673,Suicide-related,73
24678,Suicide-related,38
24679,Suicide-related,38
24684,Suicide-related,119
24690,Suicide-related,62
24694,Suicide-related,59
24695,Suicide-related,92
24698,Suicide-related,136
24700,Suicide-related,90
24702,Suicide-related,16
24704,Suicide-related,159
24706,Suicide-related,43
24709,Suicide-related,19
24710,Suicide-related,52
24713,Suicide-related,123
24715,Suicide-related,95
24722,Suicide-related,74
24724,Suicide-related,111
24729,Suicide-related,174
24736,Suicide-related,1
24737,Suicide-related,135
24743,Suicide-related,61
24751,Suicide-related,31
24752,Suicide-related,167
24754,Suicide-related,110
24756,Suicide-related,165
24759,Suicide-related,69
24762,Suicide-related,83
24767,Suicide-related,38
24774,Suicide-related,3
24776,Suicide-related,56
24778,Suicide-related,36
24781,Suicide-related,42
24785,Suicide-related,163
24788,Suicide-related,158
24790,Suicide-related,90
24800,Suicide-related,126
24802,Suicide-related,170
24805,Suicide-related,32
24810,Suicide-related,167
24812,Suicide-related,79
24813,Suicide-related,162
24817,Suicide-related,163
24819,Suicide-related,4
24828,Suicide-related,160
24832,Suicide-related,139
24833,Suicide-related,168
24834,Suicide-related,43
24835,Suicide-related,73
24836,Suicide-related,107
24837,Suicide-related,170
24849,Suicide-related,70
24850,Suicide-related,50
24852,Suicide-related,121
24854,Suicide-related,36
24863,Suicide-related,173
24866,Suicide-related,29
24867,Suicide-related,98
24868,Suicide-related,65
24871,Suicide-related,69
24882,Suicide-related,95
24883,Suicide-related,27
24886,Suicide-related,62
24887,Suicide-related,142
24891,Suicide-related,47
24898,Suicide-related,73
24899,Suicide-related,19
24901,Suicide-related,164
24903,Suicide-related,46
24904,Suicide-related,78
24910,Suicide-related,84
24911,Suicide-related,170
24912,Suicide-related,80
24918,Suicide-related,128
24919,Suicide-related,40
24920,Suicide-related,120
24921,Suicide-related,83
24928,Suicide-related,73
24933,Suicide-related,100
24937,Suicide-related,33
24938,Suicide-related,66
24939,Suicide-related,95
24941,Suicide-related,59
24942,Suicide-related,114
24948,Suicide-related,156
24949,Suicide-related,94
24950,Suicide-related,97
24953,Suicide-related,54
24956,Suicide-related,164
24961,Suicide-related,168
24962,Suicide-related,73
24964,Suicide-related,80
24966,Suicide-related,106
24967,Suicide-related,90
24968,Suicide-related,15
24979,Suicide-related,42
24982,Suicide-related,39
24994,Suicide-related,73
24996,Suicide-related,70
24998,Suicide-related,42
25001,Suicide-related,27
25005,Suicide-related,47
25013,Suicide-related,120
25014,Suicide-related,88
25019,Suicide-related,63
25021,Suicide-related,37
25022,Suicide-related,39
25028,Suicide-related,70
25029,Suicide-related,94
25030,Suicide-related,136
25034,Suicide-related,166
25035,Suicide-related,134
25042,Suicide-related,79
25045,Suicide-related,88
25050,Suicide-related,78
25051,Suicide-related,98
25052,Suicide-related,54
25053,Suicide-related,70
25054,Suicide-related,124
25055,Suicide-related,78
25056,Suicide-related,62
25057,Suicide-related,167
25060,Suicide-related,40
25061,Suicide-related,95
25063,Suicide-related,114
25065,Suicide-related,145
25067,Suicide-related,135
25069,Suicide-related,119
25070,Suicide-related,87
25075,Suicide-related,122
25077,Suicide-related,43
25078,Suicide-related,121
25079,Suicide-related,169
25086,Suicide-related,80
25089,Suicide-related,153
25092,Suicide-related,146
25094,Suicide-related,16
25095,Suicide-related,166
25096,Suicide-related,13
25097,Suicide-related,46
25098,Suicide-related,162
25102,Suicide-related,142
25103,Suicide-related,84
25104,Suicide-related,80
25108,Suicide-related,47
25110,Suicide-related,33
25111,Suicide-related,37
25112,Suicide-related,62
25113,Suicide-related,3
25115,Suicide-related,18
25117,Suicide-related,62
25118,Suicide-related,170
25120,Suicide-related,171
25123,Suicide-related,165
25127,Suicide-related,130
25129,Suicide-related,152
25130,Suicide-related,171
25132,Suicide-related,27
25134,Suicide-related,141
25143,Suicide-related,95
25145,Suicide-related,142
25150,Suicide-related,24
25152,Suicide-related,122
25154,Suicide-related,113
25164,Suicide-related,128
25175,Suicide-related,170
25178,Suicide-related,169
25180,Suicide-related,97
25181,Suicide-related,91
25182,Suicide-related,170
25184,Suicide-related,54
25189,Suicide-related,84
25190,Suicide-related,106
25191,Suicide-related,62
25198,Suicide-related,81
25199,Suicide-related,139
25201,Suicide-related,110
25203,Suicide-related,86
25205,Suicide-related,78
25210,Suicide-related,95
25211,Suicide-related,29
25214,Suicide-related,83
25216,Suicide-related,42
25222,Suicide-related,97
25229,Suicide-related,110
25237,Suicide-related,163
25243,Suicide-related,147
25244,Suicide-related,35
25245,Suicide-related,85
25247,Suicide-related,37
25252,Suicide-related,174
25253,Suicide-related,143
25255,Suicide-related,52
25257,Suicide-related,94
25258,Suicide-related,100
25263,Suicide-related,56
25265,Suicide-related,111
25266,Suicide-related,122
25269,Suicide-related,71
25271,Suicide-related,147
25272,Suicide-related,85
25273,Suicide-related,110
25274,Suicide-related,83
25278,Suicide-related,86
25279,Suicide-related,37
25280,Suicide-related,1
25289,Suicide-related,47
25290,Suicide-related,85
25291,Suicide-related,62
25293,Suicide-related,170
25297,Suicide-related,64
25299,Suicide-related,126
25313,Suicide-related,120
25316,Suicide-related,56
25322,Suicide-related,109
25331,Suicide-related,174
25333,Suicide-related,37
25334,Suicide-related,30
25340,Suicide-related,133
25343,Suicide-related,169
25345,Suicide-related,54
25346,Suicide-related,38
25349,Suicide-related,149
25351,Suicide-related,78
25352,Suicide-related,170
25353,Suicide-related,166
25357,Suicide-related,58
25361,Suicide-related,170
25364,Suicide-related,126
25367,Suicide-related,43
25370,Suicide-related,27
25377,Suicide-related,110
25378,Suicide-related,169
25383,Suicide-related,144
25386,Suicide-related,52
25387,Suicide-related,123
25389,Suicide-related,118
25391,Suicide-related,79
25393,Suicide-related,118
25396,Suicide-related,35
25402,Suicide-related,124
25403,Suicide-related,1
25407,Suicide-related,128
25415,Suicide-related,170
25418,Suicide-related,70
25419,Suicide-related,4
25424,Suicide-related,166
25425,Suicide-related,70
25426,Suicide-related,62
25429,Suicide-related,135
25430,Suicide-related,79
25431,Suicide-related,39
25438,Suicide-related,141
25440,Suicide-related,118
25441,Suicide-related,161
25442,Suicide-related,25
25443,Suicide-related,4
25444,Suicide-related,54
25446,Suicide-related,22
25448,Suicide-related,72
25451,Suicide-related,107
25454,Suicide-related,125
25455,Suicide-related,168
25456,Suicide-related,166
25459,Suicide-related,95
25460,Suicide-related,136
25461,Suicide-related,154
25464,Suicide-related,30
25471,Suicide-related,153
25472,Suicide-related,73
25475,Suicide-related,166
25477,Suicide-related,91
25481,Suicide-related,78
25485,Suicide-related,120
25486,Suicide-related,149
25488,Suicide-related,62
25494,Suicide-related,85
25496,Suicide-related,37
25497,Suicide-related,154
25499,Suicide-related,57
25501,Suicide-related,154
25506,Suicide-related,166
25507,Suicide-related,98
25508,Suicide-related,168
25510,Suicide-related,170
25511,Suicide-related,169
25513,Suicide-related,142
25516,Suicide-related,70
25517,Suicide-related,99
25520,Suicide-related,141
25521,Suicide-related,150
25525,Suicide-related,54
25527,Suicide-related,124
25532,Suicide-related,163
25538,Suicide-related,84
25539,Suicide-related,123
25540,Suicide-related,73
25544,Suicide-related,124
25545,Suicide-related,85
25551,Suicide-related,139
25553,Suicide-related,154
25555,Suicide-related,38
25557,Suicide-related,96
25558,Suicide-related,157
25568,Suicide-related,136
25570,Suicide-related,124
25574,Suicide-related,55
25576,Suicide-related,157
25577,Suicide-related,87
25578,Suicide-related,68
25579,Suicide-related,141
25581,Suicide-related,61
25584,Suicide-related,126
25586,Suicide-related,170
25591,Suicide-related,168
25592,Suicide-related,165
25593,Suicide-related,99
25594,Suicide-related,27
25595,Suicide-related,71
25599,Suicide-related,124
25602,Suicide-related,150
25606,Suicide-related,157
25607,Suicide-related,171
25610,Suicide-related,145
25611,Suicide-related,170
25612,Suicide-related,94
25613,Suicide-related,119
25615,Suicide-related,167
25616,Suicide-related,90
25618,Suicide-related,111
25619,Suicide-related,171
25620,Suicide-related,159
25621,Suicide-related,48
25622,Suicide-related,37
25625,Suicide-related,170
25626,Suicide-related,141
25631,Suicide-related,166
25635,Suicide-related,74
25638,Suicide-related,126
25640,Suicide-related,53
25641,Suicide-related,170
25642,Suicide-related,62
25643,Suicide-related,56
25645,Suicide-related,170
25650,Suicide-related,160
25651,Suicide-related,57
25657,Suicide-related,124
25659,Suicide-related,78
25660,Suicide-related,68
25662,Suicide-related,44
25664,Suicide-related,168
25665,Suicide-related,94
25666,Suicide-related,30
25670,Suicide-related,73
25674,Suicide-related,87
25675,Suicide-related,39
25678,Suicide-related,71
25686,Suicide-related,90
25688,Suicide-related,79
25695,Suicide-related,154
25698,Suicide-related,167
25699,Suicide-related,47
25702,Suicide-related,107
25705,Suicide-related,125
25710,Suicide-related,62
25711,Suicide-related,122
25717,Suicide-related,143
25721,Suicide-related,164
25732,Suicide-related,168
25736,Suicide-related,70
25737,Suicide-related,84
25741,Suicide-related,138
25743,Suicide-related,73
25744,Suicide-related,46
25748,Suicide-related,152
25751,Suicide-related,165
25752,Suicide-related,164
25755,Suicide-related,170
25759,Suicide-related,120
25761,Suicide-related,161
25767,Suicide-related,91
25768,Suicide-related,124
25771,Suicide-related,78
25773,Suicide-related,172
25774,Suicide-related,87
25784,Suicide-related,73
25786,Suicide-related,113
25787,Suicide-related,144
25789,Suicide-related,69
25793,Suicide-related,80
25796,Suicide-related,58
25798,Suicide-related,173
25807,Suicide-related,31
25808,Suicide-related,98
25812,Suicide-related,1
25822,Suicide-related,160
25824,Suicide-related,56
25825,Suicide-related,54
25828,Suicide-related,136
25831,Suicide-related,54
25833,Suicide-related,80
25835,Suicide-related,83
25841,Suicide-related,126
25843,Suicide-related,73
25844,Suicide-related,73
25847,Suicide-related,166
25848,Suicide-related,148
25849,Suicide-related,168
25850,Suicide-related,70
25852,Suicide-related,98
25853,Suicide-related,43
25863,Suicide-related,98
25868,Suicide-related,155
25869,Suicide-related,71
25870,Suicide-related,101
25871,Suicide-related,79
25875,Suicide-related,62
25876,Suicide-related,36
25880,Suicide-related,57
25886,Suicide-related,59
25887,Suicide-related,43
25889,Suicide-related,38
25892,Suicide-related,119
25896,Suicide-related,86
25900,Suicide-related,58
25902,Suicide-related,85
25910,Suicide-related,25
25913,Suicide-related,164
25914,Suicide-related,170
25924,Suicide-related,35
25925,Suicide-related,28
25928,Suicide-related,53
25937,Suicide-related,94
25940,Suicide-related,72
25943,Suicide-related,65
25944,Suicide-related,38
25948,Suicide-related,69
25950,Suicide-related,81
25951,Suicide-related,80
25959,Suicide-related,90
25960,Suicide-related,5
25964,Suicide-related,95
25966,Suicide-related,92
25968,Suicide-related,121
25970,Suicide-related,97
25974,Suicide-related,85
25975,Suicide-related,136
25977,Suicide-related,139
25980,Suicide-related,71
25984,Suicide-related,142
25990,Suicide-related,13
26002,Suicide-related,119
26004,Suicide-related,46
26005,Suicide-related,162
26012,Suicide-related,171
26016,Suicide-related,100
26018,Suicide-related,121
26019,Suicide-related,74
26034,Suicide-related,81
26035,Suicide-related,139
26037,Suicide-related,80
26051,Suicide-related,78
26061,Suicide-related,73
26063,Suicide-related,174
26067,Suicide-related,47
26070,Suicide-related,87
26076,Suicide-related,70
26078,Suicide-related,49
26079,Suicide-related,170
26080,Suicide-related,36
26083,Suicide-related,47
26084,Suicide-related,40
26085,Suicide-related,73
26087,Suicide-related,36
26089,Suicide-related,18
26091,Suicide-related,119
26096,Suicide-related,120
26098,Suicide-related,27
26101,Suicide-related,165
26102,Suicide-related,41
26104,Suicide-related,68
26105,Suicide-related,25
26109,Suicide-related,70
26110,Suicide-related,70
26111,Suicide-related,65
26113,Suicide-related,47
26118,Suicide-related,79
26119,Suicide-related,31
26122,Suicide-related,62
26123,Suicide-related,135
26127,Suicide-related,133
26128,Suicide-related,71
26129,Suicide-related,21
26136,Suicide-related,161
26139,Suicide-related,41
26140,Suicide-related,81
26142,Suicide-related,6
26145,Suicide-related,98
26146,Suicide-related,155
26147,Suicide-related,101
26149,Suicide-related,70
26150,Suicide-related,174
26152,Suicide-related,80
26158,Suicide-related,109
26160,Suicide-related,144
26162,Suicide-related,170
26163,Suicide-related,160
26165,Suicide-related,58
26168,Suicide-related,78
26170,Suicide-related,73
26171,Suicide-related,74
26176,Suicide-related,134
26179,Suicide-related,166
26181,Suicide-related,71
26182,Suicide-related,16
26187,Suicide-related,57
26188,Suicide-related,84
26189,Suicide-related,84
26191,Suicide-related,110
26194,Suicide-related,171
26199,Suicide-related,62
26200,Suicide-related,70
26205,Suicide-related,87
26209,Suicide-related,2
26211,Suicide-related,92
26212,Suicide-related,119
26213,Suicide-related,167
26214,Suicide-related,24
26215,Suicide-related,27
26222,Suicide-related,73
26226,Suicide-related,2
26227,Suicide-related,110
26236,Suicide-related,146
26243,Suicide-related,116
26246,Suicide-related,70
26251,Suicide-related,154
26252,Suicide-related,124
26253,Suicide-related,63
26254,Suicide-related,38
26255,Suicide-related,63
26260,Suicide-related,90
26265,Suicide-related,65
26269,Suicide-related,119
26270,Suicide-related,62
26272,Suicide-related,19
26276,Suicide-related,63
26279,Suicide-related,25
26283,Suicide-related,59
26284,Suicide-related,72
26286,Suicide-related,44
26288,Suicide-related,36
26291,Suicide-related,163
26294,Suicide-related,166
26295,Suicide-related,6
26299,Suicide-related,31
26300,Suicide-related,40
26301,Suicide-related,103
26303,Suicide-related,121
26305,Suicide-related,146
26306,Suicide-related,167
26310,Suicide-related,169
26311,Suicide-related,73
26314,Suicide-related,130
26322,Suicide-related,42
26324,Suicide-related,64
26329,Suicide-related,37
26332,Suicide-related,168
26336,Suicide-related,166
26344,Suicide-related,163
26348,Suicide-related,164
26349,Suicide-related,170
26351,Suicide-related,141
26353,Suicide-related,72
26357,Suicide-related,95
26359,Suicide-related,97
26364,Suicide-related,84
26367,Suicide-related,80
26373,Suicide-related,106
26378,Suicide-related,170
26379,Suicide-related,156
26383,Suicide-related,47
26385,Suicide-related,124
26392,Suicide-related,79
26395,Suicide-related,106
26396,Suicide-related,168
26397,Suicide-related,33
26398,Suicide-related,69
26400,Suicide-related,166
26404,Suicide-related,168
26405,Suicide-related,6
26413,Suicide-related,113
26414,Suicide-related,167
26415,Suicide-related,87
26416,Suicide-related,37
26419,Suicide-related,48
26420,Suicide-related,163
26425,Suicide-related,73
26428,Suicide-related,47
26430,Suicide-related,12
26433,Suicide-related,168
26434,Suicide-related,85
26441,Suicide-related,91
26443,Suicide-related,170
26447,Suicide-related,124
26451,Suicide-related,53
26454,Suicide-related,166
26458,Suicide-related,31
26459,Suicide-related,167
26463,Suicide-related,74
26466,Suicide-related,85
26468,Suicide-related,170
26473,Suicide-related,24
26475,Suicide-related,100
26477,Suicide-related,74
26479,Suicide-related,120
26480,Suicide-related,25
26482,Suicide-related,86
26484,Suicide-related,52
26487,Suicide-related,79
26491,Suicide-related,78
26494,Suicide-related,156
26495,Suicide-related,38
26498,Suicide-related,83
26502,Suicide-related,134
26503,Suicide-related,2
26506,Suicide-related,61
26507,Suicide-related,56
26509,Suicide-related,34
26510,Suicide-related,165
26512,Suicide-related,95
26513,Suicide-related,124
26521,Suicide-related,140
26532,Suicide-related,87
26537,Suicide-related,73
26543,Suicide-related,167
26545,Suicide-related,107
26546,Suicide-related,136
26547,Suicide-related,120
26550,Suicide-related,124
26552,Suicide-related,90
26553,Suicide-related,23
26555,Suicide-related,69
26556,Suicide-related,167
26559,Suicide-related,172
26561,Suicide-related,136
26563,Suicide-related,54
26564,Suicide-related,1
26568,Suicide-related,1
26569,Suicide-related,59
26570,Suicide-related,129
26578,Suicide-related,90
26580,Suicide-related,170
26582,Suicide-related,54
26583,Suicide-related,9
26587,Suicide-related,73
26589,Suicide-related,52
26594,Suicide-related,58
26596,Suicide-related,87
26598,Suicide-related,164
26599,Suicide-related,43
26600,Suicide-related,153
26602,Suicide-related,58
26610,Suicide-related,138
26611,Suicide-related,171
26613,Suicide-related,42
26626,Suicide-related,107
26633,Suicide-related,166
26634,Suicide-related,134
26636,Suicide-related,71
26637,Suicide-related,145
26638,Suicide-related,111
26640,Suicide-related,95
26646,Suicide-related,171
26648,Suicide-related,168
26652,Suicide-related,73
26654,Suicide-related,36
26662,Suicide-related,143
26663,Suicide-related,80
26667,Suicide-related,110
26669,Suicide-related,85
26670,Suicide-related,116
26671,Suicide-related,166
26672,Suicide-related,100
26673,Suicide-related,87
26679,Suicide-related,39
26680,Suicide-related,78
26681,Suicide-related,21
26684,Suicide-related,167
26685,Suicide-related,167
26688,Suicide-related,167
26689,Suicide-related,68
26693,Suicide-related,71
26694,Suicide-related,25
26696,Suicide-related,10
26697,Suicide-related,159
26699,Suicide-related,170
26700,Suicide-related,112
26704,Suicide-related,84
26705,Suicide-related,80
26706,Suicide-related,149
26707,Suicide-related,1
26708,Suicide-related,87
26711,Suicide-related,38
26712,Suicide-related,106
26713,Suicide-related,81
26718,Suicide-related,126
26719,Suicide-related,166
26723,Suicide-related,71
26727,Suicide-related,92
26729,Suicide-related,144
26731,Suicide-related,1
26732,Suicide-related,124
26734,Suicide-related,80
26736,Suicide-related,87
26742,Suicide-related,27
26743,Suicide-related,68
26744,Suicide-related,121
26745,Suicide-related,27
26751,Suicide-related,85
26754,Suicide-related,25
26756,Suicide-related,79
26757,Suicide-related,136
26761,Suicide-related,24
26769,Suicide-related,36
26770,Suicide-related,68
26774,Suicide-related,156
26775,Suicide-related,87
26776,Suicide-related,168
26778,Suicide-related,71
26781,Suicide-related,157
26783,Suicide-related,71
26784,Suicide-related,78
26786,Suicide-related,62
26787,Suicide-related,166
26788,Suicide-related,167
26794,Suicide-related,78
26798,Suicide-related,83
26799,Suicide-related,53
26803,Suicide-related,46
26807,Suicide-related,125
26808,Suicide-related,79
26809,Suicide-related,52
26811,Suicide-related,136
26812,Suicide-related,170
26815,Suicide-related,39
26816,Suicide-related,73
26818,Suicide-related,71
26825,Suicide-related,27
26826,Suicide-related,122
26829,Suicide-related,64
26834,Suicide-related,40
26835,Suicide-related,171
26840,Suicide-related,164
26841,Suicide-related,27
26847,Suicide-related,74
26850,Suicide-related,106
26852,Suicide-related,140
26853,Suicide-related,169
26854,Suicide-related,63
26855,Suicide-related,80
26856,Suicide-related,155
26857,Suicide-related,80
26862,Suicide-related,167
26863,Suicide-related,162
26867,Suicide-related,62
26868,Suicide-related,69
26869,Suicide-related,57
26871,Suicide-related,60
26878,Suicide-related,113
26879,Suicide-related,72
26881,Suicide-related,128
26883,Suicide-related,118
26884,Suicide-related,115
26891,Suicide-related,171
26893,Suicide-related,118
26896,Suicide-related,150
26902,Suicide-related,95
26903,Suicide-related,31
26911,Suicide-related,39
26912,Suicide-related,80
26913,Suicide-related,136
26914,Suicide-related,1
26915,Suicide-related,134
26917,Suicide-related,170
26920,Suicide-related,19
26921,Suicide-related,74
26925,Suicide-related,171
26930,Suicide-related,72
26931,Suicide-related,57
26936,Suicide-related,159
26939,Suicide-related,119
26942,Suicide-related,98
26944,Suicide-related,142
26946,Suicide-related,37
26949,Suicide-related,79
26950,Suicide-related,78
26953,Suicide-related,96
26954,Suicide-related,140
26957,Suicide-related,124
26959,Suicide-related,87
26963,Suicide-related,57
26966,Suicide-related,159
26968,Suicide-related,53
26970,Suicide-related,136
26971,Suicide-related,7
26981,Suicide-related,68
26982,Suicide-related,135
26984,Suicide-related,18
26988,Suicide-related,124
26992,Suicide-related,54
26995,Suicide-related,34
26999,Suicide-related,92
27001,Suicide-related,69
27004,Suicide-related,170
27011,Suicide-related,103
27014,Suicide-related,2
27015,Suicide-related,43
27016,Suicide-related,71
27019,Suicide-related,140
27025,Suicide-related,111
27027,Suicide-related,68
27031,Suicide-related,25
27034,Suicide-related,162
27039,Suicide-related,63
27041,Suicide-related,38
27042,Suicide-related,99
27043,Suicide-related,167
27046,Suicide-related,71
27048,Suicide-related,156
27050,Suicide-related,54
27051,Suicide-related,22
27056,Suicide-related,136
27057,Suicide-related,44
27061,Suicide-related,30
27068,Suicide-related,88
27070,Suicide-related,78
27076,Suicide-related,174
27077,Suicide-related,30
27086,Suicide-related,167
27087,Suicide-related,170
27090,Suicide-related,79
27093,Suicide-related,87
27099,Suicide-related,48
27105,Suicide-related,168
27108,Suicide-related,30
27109,Suicide-related,155
27114,Suicide-related,40
27117,Suicide-related,163
27119,Suicide-related,36
27122,Suicide-related,16
27124,Suicide-related,168
27125,Suicide-related,111
27126,Suicide-related,174
27127,Suicide-related,106
27128,Suicide-related,58
27133,Suicide-related,115
27134,Suicide-related,73
27138,Suicide-related,13
27140,Suicide-related,2
27141,Suicide-related,31
27142,Suicide-related,25
27144,Suicide-related,71
27146,Suicide-related,168
27147,Suicide-related,44
27148,Suicide-related,68
27152,Suicide-related,73
27155,Suicide-related,97
27158,Suicide-related,2
27159,Suicide-related,40
27165,Suicide-related,106
27166,Suicide-related,156
27167,Suicide-related,30
27170,Suicide-related,59
27171,Suicide-related,113
27174,Suicide-related,97
27176,Suicide-related,100
27177,Suicide-related,100
27186,Suicide-related,122
27191,Suicide-related,166
27193,Suicide-related,160
27194,Suicide-related,62
27198,Suicide-related,79
27200,Suicide-related,96
27205,Suicide-related,106
27207,Suicide-related,103
27209,Suicide-related,140
27215,Suicide-related,136
27218,Suicide-related,30
27219,Suicide-related,141
27225,Suicide-related,5
27226,Suicide-related,158
27229,Suicide-related,168
27236,Suicide-related,36
27237,Suicide-related,78
27240,Suicide-related,37
27243,Suicide-related,153
27249,Suicide-related,157
27251,Suicide-related,59
27259,Suicide-related,35
27261,Suicide-related,78
27265,Suicide-related,118
27266,Suicide-related,35
27269,Suicide-related,126
27274,Suicide-related,106
27277,Suicide-related,116
27279,Suicide-related,78
27280,Suicide-related,42
27281,Suicide-related,169
27282,Suicide-related,85
27288,Suicide-related,65
27291,Suicide-related,40
27294,Suicide-related,73
27295,Suicide-related,167
27296,Suicide-related,138
27297,Suicide-related,46
27298,Suicide-related,170
27299,Suicide-related,150
27310,Suicide-related,27
27313,Suicide-related,97
27316,Suicide-related,73
27322,Suicide-related,64
27324,Suicide-related,173
27325,Suicide-related,168
27330,Suicide-related,56
27335,Suicide-related,40
27339,Suicide-related,71
27347,Suicide-related,61
27349,Suicide-related,85
27350,Suicide-related,98
27358,Suicide-related,111
27359,Suicide-related,170
27360,Suicide-related,36
27362,Suicide-related,68
27363,Suicide-related,49
27366,Suicide-related,78
27367,Suicide-related,80
27368,Suicide-related,124
27369,Suicide-related,128
27374,Suicide-related,86
27377,Suicide-related,21
27380,Suicide-related,162
27386,Suicide-related,168
27392,Suicide-related,83
27395,Suicide-related,125
27397,Suicide-related,157
27399,Suicide-related,85
27400,Suicide-related,9
27404,Suicide-related,25
27409,Suicide-related,159
27410,Suicide-related,115
27411,Suicide-related,88
27412,Suicide-related,54
27415,Suicide-related,27
27420,Suicide-related,92
27423,Suicide-related,57
27428,Suicide-related,38
27430,Suicide-related,169
27431,Suicide-related,124
27433,Suicide-related,167
27435,Suicide-related,52
27436,Suicide-related,40
27438,Suicide-related,88
27439,Suicide-related,68
27443,Suicide-related,158
27445,Suicide-related,174
27452,Suicide-related,2
27453,Suicide-related,85
27457,Suicide-related,36
27458,Suicide-related,54
27462,Suicide-related,20
27468,Suicide-related,134
27471,Suicide-related,90
27475,Suicide-related,64
27476,Suicide-related,55
27477,Suicide-related,87
27481,Suicide-related,84
27488,Suicide-related,32
27489,Suicide-related,106
27494,Suicide-related,95
27496,Suicide-related,85
27498,Suicide-related,79
27500,Suicide-related,16
27501,Suicide-related,88
27503,Suicide-related,163
27508,Suicide-related,139
27509,Suicide-related,139
27510,Suicide-related,165
27516,Suicide-related,169
27520,Suicide-related,171
27521,Suicide-related,40
27530,Suicide-related,163
27538,Suicide-related,55
27539,Suicide-related,141
27543,Suicide-related,101
27544,Suicide-related,87
27545,Suicide-related,136
27546,Suicide-related,107
27547,Suicide-related,55
27549,Suicide-related,6
27550,Suicide-related,136
27553,Suicide-related,79
27555,Suicide-related,163
27566,Suicide-related,28
27567,Suicide-related,107
27568,Suicide-related,95
27573,Suicide-related,148
27578,Suicide-related,90
27579,Suicide-related,170
27585,Suicide-related,90
27590,Suicide-related,140
27591,Suicide-related,78
27592,Suicide-related,63
27594,Suicide-related,79
27596,Suicide-related,32
27597,Suicide-related,171
27600,Suicide-related,159
27601,Suicide-related,27
27603,Suicide-related,54
27605,Suicide-related,22
27608,Suicide-related,9
27609,Suicide-related,113
27612,Suicide-related,73
27616,Suicide-related,1
27618,Suicide-related,91
27619,Suicide-related,11
27621,Suicide-related,6
27622,Suicide-related,83
27629,Suicide-related,166
27634,Suicide-related,61
27642,Suicide-related,65
27644,Suicide-related,58
27645,Suicide-related,54
27647,Suicide-related,19
27649,Suicide-related,27
27650,Suicide-related,63
27651,Suicide-related,44
27658,Suicide-related,16
27661,Suicide-related,61
27662,Suicide-related,130
27665,Suicide-related,87
27674,Suicide-related,43
27675,Suicide-related,68
27677,Suicide-related,166
27683,Suicide-related,136
27692,Suicide-related,54
27695,Suicide-related,81
27704,Suicide-related,159
27705,Suicide-related,78
27712,Suicide-related,33
27715,Suicide-related,69
27717,Suicide-related,80
27729,Suicide-related,136
27737,Suicide-related,159
27738,Suicide-related,115
27740,Suicide-related,122
27742,Suicide-related,65
27746,Suicide-related,85
27748,Suicide-related,27
27753,Suicide-related,80
27767,Suicide-related,16
27768,Suicide-related,126
27769,Suicide-related,87
27772,Suicide-related,155
27780,Suicide-related,33
27781,Suicide-related,146
27785,Suicide-related,123
27788,Suicide-related,146
27791,Suicide-related,94
27795,Suicide-related,61
27798,Suicide-related,111
27805,Suicide-related,85
27810,Suicide-related,107
27814,Suicide-related,168
27817,Suicide-related,106
27820,Suicide-related,59
27825,Suicide-related,119
27828,Suicide-related,71
27836,Suicide-related,107
27837,Suicide-related,158
27838,Suicide-related,148
27839,Suicide-related,27
27848,Suicide-related,113
27849,Suicide-related,168
27850,Suicide-related,35
27851,Suicide-related,97
27854,Suicide-related,84
27860,Suicide-related,149
27863,Suicide-related,40
27864,Suicide-related,73
27873,Suicide-related,43
27875,Suicide-related,97
27877,Suicide-related,111
27879,Suicide-related,165
27880,Suicide-related,43
27885,Suicide-related,78
27887,Suicide-related,79
27890,Suicide-related,47
27896,Suicide-related,53
27897,Suicide-related,166
27899,Suicide-related,154
27901,Suicide-related,154
27905,Suicide-related,155
27913,Suicide-related,139
27914,Suicide-related,27
27915,Suicide-related,85
27917,Suicide-related,157
27922,Suicide-related,81
27924,Suicide-related,2
27928,Suicide-related,105
27929,Suicide-related,99
27931,Suicide-related,6
27932,Suicide-related,47
27933,Suicide-related,71
27934,Suicide-related,156
