objectid,event_type,hood_158
75423,Suicide-related,38
75424,Suicide-related,85
75425,Suicide-related,83
75427,Suicide-related,142
75428,Suicide-related,126
75431,Suicide-related,74
75433,Suicide-related,155
75434,Suicide-related,119
75435,Suicide-related,12
75441,Suicide-related,100
75444,Suicide-related,168
75445,Suicide-related,146
75449,Suicide-related,159
75454,Suicide-related,166
75459,Suicide-related,146
75464,Suicide-related,124
75465,Suicide-related,109
75468,Suicide-related,164
75469,Suicide-related,167
75476,Suicide-related,59
75477,Suicide-related,38
75479,Suicide-related,84
75480,Suicide-related,92
75486,Suicide-related,94
75489,Suicide-related,167
75494,Suicide-related,124
75499,Suicide-related,128
75503,Suicide-related,12
75504,Suicide-related,171
75507,Suicide-related,12
75511,Suicide-related,60
75513,Suicide-related,166
75514,Suicide-related,146
75515,Suicide-related,165
75516,Suicide-related,25
75520,Suicide-related,85
75525,Suicide-related,166
75530,Suicide-related,19
75534,Suicide-related,95
75535,Suicide-related,164
75539,Suicide-related,149
75544,Suicide-related,40
75545,Suicide-related,33
75548,Suicide-related,94
75550,Suicide-related,62
75551,Suicide-related,153
75554,Suicide-related,43
75557,Suicide-related,70
75566,Suicide-related,134
75568,Suicide-related,129
75569,Suicide-related,6
75571,Suicide-related,24
75573,Suicide-related,62
75575,Suicide-related,36
75577,Suicide-related,54
75580,Suicide-related,1
75585,Suicide-related,40
75588,Suicide-related,102
75590,Suicide-related,168
75593,Suicide-related,123
75595,Suicide-related,62
75597,Suicide-related,73
75601,Suicide-related,37
75603,Suicide-related,136
75604,Suicide-related,40
75608,Suicide-related,84
75616,Suicide-related,80
75618,Suicide-related,1
75619,Suicide-related,170
75622,Suicide-related,167
75623,Suicide-related,101
75628,Suicide-related,52
75631,Suicide-related,160
75633,Suicide-related,168
75636,Suicide-related,2
75644,Suicide-related,170
75645,Suicide-related,27
75648,Suicide-related,98
75649,Suicide-related,25
75651,Suicide-related,19
75652,Suicide-related,73
75656,Suicide-related,53
75657,Suicide-related,80
75658,Suicide-related,170
75666,Suicide-related,70
75667,Suicide-related,88
75669,Suicide-related,85
75670,Suicide-related,161
75672,Suicide-related,98
75677,Suicide-related,73
75685,Suicide-related,73
75687,Suicide-related,27
75689,Suicide-related,168
75691,Suicide-related,48
75692,Suicide-related,42
75695,Suicide-related,124
75700,Suicide-related,2
75701,Suicide-related,106
75703,Suicide-related,12
75704,Suicide-related,162
75708,Suicide-related,83
75716,Suicide-related,97
75717,Suicide-related,107
75719,Suicide-related,141
75720,Suicide-related,136
75721,Suicide-related,100
75722,Suicide-related,78
75724,Suicide-related,35
75725,Suicide-related,63
75727,Suicide-related,4
75728,Suicide-related,167
75731,Suicide-related,168
75734,Suicide-related,24
75737,Suicide-related,62
75743,Suicide-related,54
75744,Suicide-related,124
75745,Suicide-related,115
75749,Suicide-related,27
75756,Suicide-related,87
75757,Suicide-related,136
75759,Suicide-related,78
75762,Suicide-related,27
75763,Suicide-related,78
75764,Suicide-related,170
75768,Suicide-related,167
75770,Suicide-related,40
75781,Suicide-related,1
75783,Suicide-related,168
75784,Suicide-related,148
75787,Suicide-related,167
75788,Suicide-related,170
75795,Suicide-related,115
75796,Suicide-related,61
75797,Suicide-related,95
75798,Suicide-related,1
75801,Suicide-related,170
75802,Suicide-related,73
75804,Suicide-related,148
75807,Suicide-related,63
75815,Suicide-related,55
75816,Suicide-related,2
75818,Suicide-related,170
75819,Suicide-related,1
75821,Suicide-related,95
75822,Suicide-related,57
75825,Suicide-related,19
75826,Suicide-related,100
75827,Suicide-related,78
75828,Suicide-related,27
75832,Suicide-related,161
75846,Suicide-related,13
75852,Suicide-related,78
75853,Suicide-related,120
75854,Suicide-related,78
75856,Suicide-related,99
75859,Suicide-related,166
75868,Suicide-related,142
75872,Suicide-related,168
75876,Suicide-related,84
75882,Suicide-related,121
75883,Suicide-related,168
75886,Suicide-related,95
75889,Suicide-related,125
75891,Suicide-related,81
75895,Suicide-related,139
75896,Suicide-related,11
75898,Suicide-related,174
75899,Suicide-related,100
75904,Suicide-related,170
75906,Suicide-related,73
75915,Suicide-related,2
75921,Suicide-related,136
75923,Suicide-related,136
75925,Suicide-related,167
75932,Suicide-related,130
75935,Suicide-related,31
75937,Suicide-related,8
75939,Suicide-related,16
75940,Suicide-related,87
75941,Suicide-related,167
75942,Suicide-related,34
75944,Suicide-related,27
75945,Suicide-related,166
75949,Suicide-related,85
75950,Suicide-related,95
75951,Suicide-related,16
75953,Suicide-related,164
75954,Suicide-related,138
75960,Suicide-related,144
75964,Suicide-related,130
75971,Suicide-related,150
75972,Suicide-related,18
75977,Suicide-related,35
75978,Suicide-related,97
75980,Suicide-related,25
75981,Suicide-related,167
75989,Suicide-related,140
75990,Suicide-related,1
75993,Suicide-related,1
75998,Suicide-related,156
76001,Suicide-related,165
76002,Suicide-related,21
76003,Suicide-related,135
76006,Suicide-related,169
76011,Suicide-related,124
76014,Suicide-related,25
76015,Suicide-related,163
76024,Suicide-related,36
76026,Suicide-related,79
76027,Suicide-related,47
76036,Suicide-related,48
76040,Suicide-related,87
76042,Suicide-related,159
76043,Suicide-related,71
76044,Suicide-related,141
76046,Suicide-related,6
76048,Suicide-related,60
76051,Suicide-related,58
76054,Suicide-related,170
76057,Suicide-related,13
76058,Suicide-related,54
76077,Suicide-related,23
76084,Suicide-related,171
76086,Suicide-related,78
76087,Suicide-related,126
76093,Suicide-related,97
76097,Suicide-related,31
76102,Suicide-related,55
76112,Suicide-related,85
76113,Suicide-related,25
76120,Suicide-related,13
76123,Suicide-related,164
76125,Suicide-related,142
76126,Suicide-related,56
76127,Suicide-related,34
76131,Suicide-related,123
76133,Suicide-related,74
76136,Suicide-related,164
76137,Suicide-related,172
76142,Suicide-related,73
76144,Suicide-related,6
76145,Suicide-related,73
76150,Suicide-related,87
76151,Suicide-related,42
76153,Suicide-related,91
76157,Suicide-related,27
76159,Suicide-related,48
76167,Suicide-related,15
76169,Suicide-related,36
76171,Suicide-related,48
76178,Suicide-related,43
76179,Suicide-related,170
76180,Suicide-related,120
76182,Suicide-related,15
76184,Suicide-related,71
76185,Suicide-related,168
76186,Suicide-related,130
76187,Suicide-related,52
76201,Suicide-related,24
76202,Suicide-related,120
76205,Suicide-related,42
76206,Suicide-related,71
76207,Suicide-related,6
76209,Suicide-related,63
76211,Suicide-related,1
76213,Suicide-related,43
76216,Suicide-related,1
76219,Suicide-related,63
76223,Suicide-related,98
76224,Suicide-related,120
76227,Suicide-related,73
76232,Suicide-related,150
76233,Suicide-related,166
76239,Suicide-related,164
76240,Suicide-related,136
76243,Suicide-related,122
76247,Suicide-related,141
76249,Suicide-related,65
76250,Suicide-related,166
76252,Suicide-related,16
76256,Suicide-related,146
76260,Suicide-related,88
76261,Suicide-related,46
76265,Suicide-related,168
76269,Suicide-related,150
76270,Suicide-related,118
76271,Suicide-related,40
76279,Suicide-related,121
76281,Suicide-related,95
76282,Suicide-related,78
76283,Suicide-related,124
76285,Suicide-related,62
76288,Suicide-related,135
76289,Suicide-related,31
76290,Suicide-related,85
76293,Suicide-related,141
76295,Suicide-related,87
76298,Suicide-related,166
76303,Suicide-related,144
76305,Suicide-related,158
76313,Suicide-related,91
76316,Suicide-related,83
76320,Suicide-related,162
76321,Suicide-related,163
76326,Suicide-related,65
76327,Suicide-related,32
76332,Suicide-related,99
76333,Suicide-related,40
76334,Suicide-related,48
76335,Suicide-related,150
76344,Suicide-related,1
76346,Suicide-related,73
76348,Suicide-related,56
76355,Suicide-related,122
76357,Suicide-related,136
76359,Suicide-related,70
76362,Suicide-related,16
76369,Suicide-related,25
76372,Suicide-related,141
76375,Suicide-related,1
76378,Suicide-related,30
76379,Suicide-related,164
76380,Suicide-related,136
76381,Suicide-related,70
76385,Suicide-related,166
76387,Suicide-related,135
76389,Suicide-related,13
76395,Suicide-related,155
76398,Suicide-related,35
76402,Suicide-related,163
76405,Suicide-related,150
76411,Suicide-related,8
76413,Suicide-related,155
76415,Suicide-related,149
76422,Suicide-related,95
76427,Suicide-related,109
76436,Suicide-related,73
76447,Suicide-related,37
76453,Suicide-related,63
76454,Suicide-related,65
76457,Suicide-related,85
76465,Suicide-related,65
76466,Suicide-related,136
76477,Suicide-related,85
76478,Suicide-related,60
76480,Suicide-related,160
76481,Suicide-related,162
76488,Suicide-related,143
76490,Suicide-related,95
76497,Suicide-related,52
76502,Suicide-related,87
76505,Suicide-related,38
76506,Suicide-related,83
76509,Suicide-related,169
76517,Suicide-related,27
76519,Suicide-related,147
76520,Suicide-related,136
76522,Suicide-related,166
76523,Suicide-related,110
76526,Suicide-related,8
76530,Suicide-related,19
76543,Suicide-related,58
76544,Suicide-related,124
76547,Suicide-related,168
76552,Suicide-related,146
76553,Suicide-related,103
76554,Suicide-related,168
76559,Suicide-related,161
76561,Suicide-related,41
76564,Suicide-related,152
76572,Suicide-related,174
76575,Suicide-related,170
76576,Suicide-related,106
76578,Suicide-related,168
76581,Suicide-related,170
76582,Suicide-related,124
76584,Suicide-related,153
76585,Suicide-related,165
76591,Suicide-related,109
76595,Suicide-related,136
76600,Suicide-related,2
76602,Suicide-related,92
76606,Suicide-related,123
76608,Suicide-related,87
76618,Suicide-related,42
76619,Suicide-related,107
76620,Suicide-related,70
76621,Suicide-related,125
76623,Suicide-related,46
76626,Suicide-related,143
76632,Suicide-related,85
76637,Suicide-related,121
76638,Suicide-related,37
76646,Suicide-related,34
76650,Suicide-related,152
76651,Suicide-related,62
76652,Suicide-related,103
76654,Suicide-related,73
76655,Suicide-related,108
76663,Suicide-related,62
76665,Suicide-related,165
76670,Suicide-related,108
76671,Suicide-related,124
76672,Suicide-related,151
76674,Suicide-related,159
76676,Suicide-related,164
76679,Suicide-related,73
76681,Suicide-related,11
76683,Suicide-related,24
76685,Suicide-related,95
76686,Suicide-related,101
76689,Suicide-related,162
76704,Suicide-related,159
76706,Suicide-related,166
76708,Suicide-related,62
76712,Suicide-related,164
76713,Suicide-related,126
76715,Suicide-related,79
76717,Suicide-related,170
76725,Suicide-related,1
76727,Suicide-related,164
76728,Suicide-related,97
76730,Suicide-related,59
76736,Suicide-related,40
76739,Suicide-related,143
76740,Suicide-related,171
76743,Suicide-related,136
76748,Suicide-related,171
76750,Suicide-related,168
76752,Suicide-related,71
76754,Suicide-related,167
76760,Suicide-related,150
76761,Suicide-related,20
76762,Suicide-related,36
76767,Suicide-related,65
76770,Suicide-related,57
76773,Suicide-related,164
76775,Suicide-related,70
76779,Suicide-related,61
76786,Suicide-related,31
76789,Suicide-related,48
76793,Suicide-related,21
76794,Suicide-related,71
76796,Suicide-related,40
76798,Suicide-related,27
76801,Suicide-related,157
76821,Suicide-related,21
76822,Suicide-related,95
76823,Suicide-related,156
76829,Suicide-related,85
76830,Suicide-related,170
76831,Suicide-related,36
76832,Suicide-related,36
76841,Suicide-related,84
76844,Suicide-related,64
76847,Suicide-related,27
76849,Suicide-related,168
76851,Suicide-related,167
76853,Suicide-related,40
76855,Suicide-related,167
76859,Suicide-related,73
76862,Suicide-related,35
76863,Suicide-related,168
76864,Suicide-related,63
76868,Suicide-related,81
76870,Suicide-related,170
76872,Suicide-related,136
76873,Suicide-related,57
76874,Suicide-related,168
76875,Suicide-related,9
76876,Suicide-related,62
76878,Suicide-related,63
76879,Suicide-related,3
76883,Suicide-related,166
76885,Suicide-related,81
76887,Suicide-related,87
76891,Suicide-related,48
76894,Suicide-related,110
76901,Suicide-related,16
76906,Suicide-related,85
76908,Suicide-related,169
76911,Suicide-related,85
76912,Suicide-related,42
76915,Suicide-related,171
76916,Suicide-related,84
76921,Suicide-related,103
76924,Suicide-related,52
76927,Suicide-related,88
76928,Suicide-related,119
76932,Suicide-related,58
76936,Suicide-related,122
76939,Suicide-related,47
76943,Suicide-related,95
76945,Suicide-related,170
76949,Suicide-related,74
76951,Suicide-related,25
76958,Suicide-related,73
76959,Suicide-related,159
76961,Suicide-related,164
76964,Suicide-related,169
76970,Suicide-related,90
76972,Suicide-related,33
76973,Suicide-related,115
76982,Suicide-related,54
76988,Suicide-related,166
76992,Suicide-related,54
76993,Suicide-related,164
76999,Suicide-related,120
77003,Suicide-related,94
77006,Suicide-related,152
77009,Suicide-related,91
77013,Suicide-related,120
77014,Suicide-related,61
77016,Suicide-related,78
77017,Suicide-related,69
77018,Suicide-related,148
77021,Suicide-related,134
77025,Suicide-related,73
77032,Suicide-related,79
77033,Suicide-related,123
77035,Suicide-related,71
77036,Suicide-related,99
77037,Suicide-related,85
77038,Suicide-related,58
77041,Suicide-related,141
77043,Suicide-related,129
77047,Suicide-related,172
77049,Suicide-related,80
77050,Suicide-related,59
77051,Suicide-related,85
77054,Suicide-related,122
77060,Suicide-related,57
77062,Suicide-related,113
77065,Suicide-related,97
77066,Suicide-related,118
77069,Suicide-related,1
77071,Suicide-related,121
77077,Suicide-related,62
77082,Suicide-related,170
77088,Suicide-related,171
77091,Suicide-related,36
77094,Suicide-related,70
77097,Suicide-related,152
77098,Suicide-related,123
77099,Suicide-related,136
77101,Suicide-related,138
77103,Suicide-related,167
77104,Suicide-related,102
77107,Suicide-related,136
77108,Suicide-related,70
77110,Suicide-related,136
77112,Suicide-related,150
77114,Suicide-related,140
77115,Suicide-related,80
77124,Suicide-related,170
77127,Suicide-related,37
77130,Suicide-related,109
77134,Suicide-related,168
77137,Suicide-related,9
77142,Suicide-related,58
77143,Suicide-related,13
77146,Suicide-related,87
77156,Suicide-related,70
77158,Suicide-related,87
77161,Suicide-related,164
77167,Suicide-related,34
77174,Suicide-related,52
77175,Suicide-related,64
77176,Suicide-related,145
77179,Suicide-related,31
77180,Suicide-related,88
77182,Suicide-related,136
77183,Suicide-related,113
77186,Suicide-related,166
77187,Suicide-related,90
77191,Suicide-related,53
77198,Suicide-related,83
77199,Suicide-related,3
77204,Suicide-related,43
77206,Suicide-related,78
77209,Suicide-related,168
77211,Suicide-related,62
77213,Suicide-related,170
77215,Suicide-related,87
77216,Suicide-related,80
77217,Suicide-related,106
77220,Suicide-related,57
77221,Suicide-related,57
77230,Suicide-related,63
77233,Suicide-related,81
77234,Suicide-related,11
77240,Suicide-related,16
77241,Suicide-related,16
77244,Suicide-related,1
77248,Suicide-related,56
77249,Suicide-related,107
77250,Suicide-related,28
77258,Suicide-related,29
77259,Suicide-related,6
77261,Suicide-related,144
77262,Suicide-related,135
77268,Suicide-related,95
77273,Suicide-related,166
77275,Suicide-related,111
77277,Suicide-related,120
77280,Suicide-related,24
77283,Suicide-related,70
77287,Suicide-related,33
77295,Suicide-related,36
77296,Suicide-related,44
77297,Suicide-related,150
77298,Suicide-related,160
77302,Suicide-related,168
77304,Suicide-related,24
77306,Suicide-related,36
77308,Suicide-related,48
77309,Suicide-related,73
77312,Suicide-related,168
77313,Suicide-related,129
77315,Suicide-related,128
77316,Suicide-related,95
77317,Suicide-related,73
77321,Suicide-related,16
77325,Suicide-related,27
77327,Suicide-related,103
77329,Suicide-related,2
77330,Suicide-related,30
77331,Suicide-related,42
77332,Suicide-related,62
77339,Suicide-related,62
77340,Suicide-related,92
77345,Suicide-related,106
77346,Suicide-related,49
77347,Suicide-related,73
77353,Suicide-related,79
77357,Suicide-related,42
77360,Suicide-related,142
77361,Suicide-related,65
77364,Suicide-related,157
77366,Suicide-related,33
77369,Suicide-related,63
77370,Suicide-related,57
77372,Suicide-related,72
77373,Suicide-related,109
77375,Suicide-related,27
77377,Suicide-related,39
77382,Suicide-related,95
77384,Suicide-related,70
77385,Suicide-related,10
77388,Suicide-related,39
77390,Suicide-related,78
77394,Suicide-related,164
77395,Suicide-related,85
77407,Suicide-related,2
77412,Suicide-related,47
77413,Suicide-related,108
77418,Suicide-related,109
77419,Suicide-related,158
77425,Suicide-related,164
77426,Suicide-related,99
77428,Suicide-related,85
77431,Suicide-related,87
77432,Suicide-related,133
77435,Suicide-related,162
77437,Suicide-related,74
77438,Suicide-related,99
77443,Suicide-related,168
77444,Suicide-related,35
77448,Suicide-related,25
77457,Suicide-related,170
77459,Suicide-related,170
77460,Suicide-related,95
77462,Suicide-related,171
77463,Suicide-related,65
77465,Suicide-related,156
77467,Suicide-related,62
77471,Suicide-related,148
77478,Suicide-related,126
77480,Suicide-related,85
77482,Suicide-related,3
77483,Suicide-related,2
77486,Suicide-related,9
77487,Suicide-related,103
77492,Suicide-related,19
77501,Suicide-related,157
77505,Suicide-related,163
77509,Suicide-related,72
77510,Suicide-related,60
77516,Suicide-related,85
77518,Suicide-related,8
77521,Suicide-related,80
77523,Suicide-related,39
77528,Suicide-related,83
77533,Suicide-related,90
77537,Suicide-related,170
77539,Suicide-related,18
77542,Suicide-related,147
77548,Suicide-related,169
77554,Suicide-related,123
77557,Suicide-related,35
77561,Suicide-related,7
77563,Suicide-related,164
77565,Suicide-related,83
77571,Suicide-related,163
77572,Suicide-related,3
77573,Suicide-related,120
77578,Suicide-related,37
77580,Suicide-related,53
77582,Suicide-related,150
77584,Suicide-related,112
77590,Suicide-related,87
77591,Suicide-related,169
77593,Suicide-related,25
77596,Suicide-related,165
77599,Suicide-related,154
77600,Suicide-related,33
77603,Suicide-related,43
77606,Suicide-related,87
77622,Suicide-related,150
77624,Suicide-related,97
77627,Suicide-related,168
77629,Suicide-related,69
77632,Suicide-related,78
77637,Suicide-related,25
77638,Suicide-related,65
77642,Suicide-related,36
77644,Suicide-related,166
77647,Suicide-related,52
77650,Suicide-related,119
77652,Suicide-related,78
77654,Suicide-related,79
77663,Suicide-related,73
77668,Suicide-related,80
77675,Suicide-related,70
77677,Suicide-related,73
77690,Suicide-related,32
77696,Suicide-related,73
77697,Suicide-related,62
77698,Suicide-related,119
77700,Suicide-related,73
77701,Suicide-related,148
77702,Suicide-related,33
77704,Suicide-related,24
77706,Suicide-related,46
77707,Suicide-related,90
77714,Suicide-related,171
77716,Suicide-related,69
77717,Suicide-related,79
77722,Suicide-related,71
77726,Suicide-related,80
77741,Suicide-related,74
77744,Suicide-related,140
77745,Suicide-related,27
77748,Suicide-related,141
77749,Suicide-related,72
77750,Suicide-related,159
77753,Suicide-related,168
77755,Suicide-related,141
77756,Suicide-related,78
77757,Suicide-related,167
77766,Suicide-related,136
77768,Suicide-related,167
77771,Suicide-related,159
77773,Suicide-related,98
77774,Suicide-related,33
77775,Suicide-related,59
77779,Suicide-related,67
77780,Suicide-related,167
77783,Suicide-related,168
77786,Suicide-related,136
77787,Suicide-related,163
77789,Suicide-related,95
77796,Suicide-related,47
77798,Suicide-related,79
77801,Suicide-related,4
77802,Suicide-related,73
77804,Suicide-related,70
77811,Suicide-related,145
77812,Suicide-related,153
77814,Suicide-related,150
77817,Suicide-related,169
77818,Suicide-related,113
77820,Suicide-related,73
77823,Suicide-related,73
77824,Suicide-related,81
77826,Suicide-related,169
77827,Suicide-related,171
77831,Suicide-related,8
77836,Suicide-related,33
77837,Suicide-related,85
77838,Suicide-related,92
77840,Suicide-related,170
77841,Suicide-related,35
77842,Suicide-related,161
77843,Suicide-related,128
77853,Suicide-related,70
77856,Suicide-related,47
77861,Suicide-related,170
77862,Suicide-related,63
77865,Suicide-related,166
77866,Suicide-related,44
77867,Suicide-related,110
77873,Suicide-related,160
77876,Suicide-related,151
77884,Suicide-related,141
77891,Suicide-related,81
77892,Suicide-related,123
77893,Suicide-related,44
77895,Suicide-related,79
77897,Suicide-related,170
77900,Suicide-related,142
77903,Suicide-related,19
77907,Suicide-related,83
77915,Suicide-related,167
77916,Suicide-related,87
77921,Suicide-related,72
77924,Suicide-related,83
77925,Suicide-related,37
77930,Suicide-related,118
77932,Suicide-related,32
77936,Suicide-related,52
77942,Suicide-related,103
77948,Suicide-related,99
77949,Suicide-related,73
77950,Suicide-related,174
77952,Suicide-related,107
77953,Suicide-related,33
77957,Suicide-related,168
77964,Suicide-related,94
77965,Suicide-related,79
77966,Suicide-related,124
77968,Suicide-related,110
77972,Suicide-related,88
77977,Suicide-related,162
77980,Suicide-related,78
77984,Suicide-related,113
77987,Suicide-related,42
77988,Suicide-related,63
77993,Suicide-related,65
77994,Suicide-related,25
77999,Suicide-related,65
78000,Suicide-related,91
78003,Suicide-related,120
78004,Suicide-related,87
78007,Suicide-related,39
78008,Suicide-related,73
78014,Suicide-related,121
78016,Suicide-related,67
78019,Suicide-related,66
78021,Suicide-related,141
78023,Suicide-related,107
78026,Suicide-related,78
78032,Suicide-related,2
78033,Suicide-related,134
78038,Suicide-related,86
78040,Suicide-related,83
78043,Suicide-related,172
78044,Suicide-related,71
78045,Suicide-related,83
78046,Suicide-related,4
78049,Suicide-related,118
78052,Suicide-related,25
78056,Suicide-related,144
78057,Suicide-related,40
78059,Suicide-related,47
78061,Suicide-related,39
78064,Suicide-related,123
78065,Suicide-related,120
78071,Suicide-related,168
78073,Suicide-related,56
78074,Suicide-related,8
78075,Suicide-related,95
78079,Suicide-related,57
78080,Suicide-related,108
78082,Suicide-related,44
78086,Suicide-related,16
78090,Suicide-related,33
78096,Suicide-related,122
78102,Suicide-related,16
78103,Suicide-related,150
78106,Suicide-related,144
78108,Suicide-related,166
78109,Suicide-related,1
78113,Suicide-related,37
78117,Suicide-related,124
78119,Suicide-related,162
78123,Suicide-related,86
78124,Suicide-related,65
78127,Suicide-related,158
78128,Suicide-related,124
78133,Suicide-related,136
78139,Suicide-related,94
78142,Suicide-related,72
78146,Suicide-related,54
78148,Suicide-related,87
78154,Suicide-related,73
78156,Suicide-related,136
78158,Suicide-related,111
78159,Suicide-related,171
78161,Suicide-related,63
78162,Suicide-related,159
78163,Suicide-related,85
78165,Suicide-related,61
78166,Suicide-related,16
78167,Suicide-related,92
78169,Suicide-related,142
78170,Suicide-related,100
78171,Suicide-related,147
78175,Suicide-related,162
78176,Suicide-related,69
78177,Suicide-related,83
78178,Suicide-related,150
78183,Suicide-related,84
78184,Suicide-related,92
78185,Suicide-related,173
78188,Suicide-related,78
78191,Suicide-related,152
78192,Suicide-related,170
78193,Suicide-related,140
78196,Suicide-related,170
78199,Suicide-related,109
78200,Suicide-related,40
78202,Suicide-related,123
78203,Suicide-related,65
78204,Suicide-related,166
78206,Suicide-related,98
78207,Suicide-related,126
78208,Suicide-related,85
78210,Suicide-related,69
78211,Suicide-related,170
78213,Suicide-related,68
78217,Suicide-related,145
78220,Suicide-related,83
78222,Suicide-related,71
78224,Suicide-related,22
78225,Suicide-related,123
78226,Suicide-related,27
78241,Suicide-related,73
78242,Suicide-related,37
78244,Suicide-related,78
78245,Suicide-related,168
78247,Suicide-related,70
78254,Suicide-related,168
78259,Suicide-related,62
78260,Suicide-related,139
78261,Suicide-related,16
78262,Suicide-related,39
78265,Suicide-related,28
78272,Suicide-related,69
78273,Suicide-related,162
78274,Suicide-related,107
78275,Suicide-related,166
78276,Suicide-related,27
78279,Suicide-related,91
78281,Suicide-related,167
78283,Suicide-related,166
78284,Suicide-related,135
78286,Suicide-related,37
78289,Suicide-related,73
78291,Suicide-related,39
78293,Suicide-related,85
78297,Suicide-related,170
78302,Suicide-related,33
78306,Suicide-related,155
78308,Suicide-related,118
78312,Suicide-related,74
78314,Suicide-related,57
78316,Suicide-related,33
78318,Suicide-related,35
78321,Suicide-related,110
78322,Suicide-related,108
78323,Suicide-related,16
78327,Suicide-related,72
78329,Suicide-related,87
78332,Suicide-related,154
78335,Suicide-related,95
78339,Suicide-related,73
78343,Suicide-related,166
78353,Suicide-related,62
78358,Suicide-related,99
78359,Suicide-related,159
78362,Suicide-related,12
78365,Suicide-related,8
78366,Suicide-related,170
78367,Suicide-related,170
78368,Suicide-related,128
78370,Suicide-related,16
78379,Suicide-related,23
78382,Suicide-related,166
78395,Suicide-related,124
78398,Suicide-related,170
78399,Suicide-related,70
78402,Suicide-related,54
78405,Suicide-related,136
78408,Suicide-related,73
78409,Suicide-related,110
78410,Suicide-related,56
78411,Suicide-related,146
78412,Suicide-related,168
78415,Suicide-related,99
78416,Suicide-related,33
78418,Suicide-related,87
78419,Suicide-related,42
78421,Suicide-related,145
78424,Suicide-related,83
78427,Suicide-related,73
78429,Suicide-related,60
78433,Suicide-related,144
78437,Suicide-related,38
78438,Suicide-related,72
78444,Suicide-related,69
78446,Suicide-related,166
78453,Suicide-related,95
78456,Suicide-related,90
78469,Suicide-related,161
78472,Suicide-related,1
78475,Suicide-related,6
78476,Suicide-related,25
78479,Suicide-related,16
78481,Suicide-related,150
78485,Suicide-related,167
78486,Suicide-related,121
78494,Suicide-related,28
78496,Suicide-related,112
78503,Suicide-related,162
78504,Suicide-related,68
78509,Suicide-related,87
78511,Suicide-related,141
78513,Suicide-related,19
78515,Suicide-related,78
78516,Suicide-related,99
78521,Suicide-related,70
78526,Suicide-related,38
78527,Suicide-related,170
78528,Suicide-related,155
78531,Suicide-related,31
78536,Suicide-related,146
78538,Suicide-related,170
78540,Suicide-related,40
78545,Suicide-related,150
78549,Suicide-related,5
78560,Suicide-related,143
78561,Suicide-related,27
78567,Suicide-related,80
78569,Suicide-related,147
78577,Suicide-related,44
78582,Suicide-related,47
78584,Suicide-related,28
78585,Suicide-related,13
78587,Suicide-related,9
78590,Suicide-related,56
78592,Suicide-related,144
78595,Suicide-related,106
78598,Suicide-related,122
78599,Suicide-related,92
78600,Suicide-related,74
78601,Suicide-related,166
78602,Suicide-related,143
78605,Suicide-related,92
78609,Suicide-related,25
78610,Suicide-related,121
78611,Suicide-related,92
78616,Suicide-related,97
78618,Suicide-related,68
78619,Suicide-related,139
78620,Suicide-related,115
78623,Suicide-related,80
78625,Suicide-related,166
78629,Suicide-related,3
78630,Suicide-related,22
78631,Suicide-related,138
78633,Suicide-related,63
78636,Suicide-related,95
78638,Suicide-related,138
78640,Suicide-related,18
78644,Suicide-related,31
78645,Suicide-related,113
78646,Suicide-related,63
78650,Suicide-related,85
78651,Suicide-related,98
78655,Suicide-related,125
78656,Suicide-related,167
78658,Suicide-related,170
78660,Suicide-related,135
78661,Suicide-related,98
78664,Suicide-related,146
78669,Suicide-related,70
78671,Suicide-related,146
78673,Suicide-related,173
78674,Suicide-related,54
78680,Suicide-related,174
78681,Suicide-related,53
78682,Suicide-related,35
78684,Suicide-related,143
78685,Suicide-related,148
78686,Suicide-related,47
78688,Suicide-related,107
78690,Suicide-related,116
78691,Suicide-related,108
78695,Suicide-related,70
78697,Suicide-related,151
78704,Suicide-related,144
78706,Suicide-related,13
78712,Suicide-related,79
78716,Suicide-related,154
78719,Suicide-related,16
78720,Suicide-related,71
78722,Suicide-related,40
78723,Suicide-related,129
78730,Suicide-related,27
78732,Suicide-related,42
78735,Suicide-related,136
78736,Suicide-related,87
78737,Suicide-related,25
78738,Suicide-related,156
78744,Suicide-related,107
78747,Suicide-related,111
78752,Suicide-related,69
78754,Suicide-related,74
78756,Suicide-related,136
78764,Suicide-related,157
78767,Suicide-related,1
78771,Suicide-related,170
78772,Suicide-related,59
78773,Suicide-related,106
78776,Suicide-related,102
78778,Suicide-related,166
78779,Suicide-related,63
78782,Suicide-related,116
78783,Suicide-related,16
78788,Suicide-related,170
78794,Suicide-related,81
78798,Suicide-related,78
78801,Suicide-related,54
78802,Suicide-related,78
78807,Suicide-related,169
78810,Suicide-related,163
78812,Suicide-related,59
78820,Suicide-related,53
78823,Suicide-related,164
78824,Suicide-related,103
78826,Suicide-related,142
78831,Suicide-related,85
78844,Suicide-related,39
78846,Suicide-related,25
78851,Suicide-related,168
78856,Suicide-related,39
78859,Suicide-related,29
78861,Suicide-related,83
78873,Suicide-related,123
78874,Suicide-related,167
78878,Suicide-related,167
78879,Suicide-related,34
78881,Suicide-related,168
78886,Suicide-related,67
78889,Suicide-related,85
78890,Suicide-related,108
78894,Suicide-related,150
78897,Suicide-related,63
78898,Suicide-related,171
78899,Suicide-related,165
78901,Suicide-related,78
78902,Suicide-related,72
78904,Suicide-related,94
78906,Suicide-related,43
